rank,freq,Infinitiv,Unreg,Trans,"Präsens_ich","Präsens_du","Präsens_er, sie, es","Präteritum_ich","Partizip II","Konjunktiv II_ich","Imperativ Singular","Imperativ Plural",Hilfsverb
6767,579,zerren,"","",zerre,zerrst,zerrt,zerrte,gezerrt,zerrte,zerr,zerrt,haben
6769,579,losen,"","",lose,lost,lost,loste,gelost,loste,lose,lost,haben
6769,579,losen,"","",lose,lost,lost,loste,gelost,loste,lose,lost,haben
6776,578,wahrnehmen,"","","nehme wahr","nimmst wahr","nimmt wahr","nahm wahr",wahrgenommen,"nähme wahr","nimm wahr","nehmt wahr",haben
6777,578,abschlachten,"","","schlachte ab","schlachtest ab","schlachtet ab","schlachtete ab",abgeschlachtet,"schlachtete ab","schlachte ab","schlachtet ab",haben
6778,578,"züchten","","","züchte","züchtest","züchtet","züchtete","gezüchtet","züchtete","züchte","züchtet",haben
6779,577,"anstoßen","","","stoße an","stößt an","stößt an","stieß an","angestoßen","stieße an","stoße an","stoßt an",haben
6801,575,mitteln,"","",mittle,mittelst,mittelt,mittelte,gemittelt,mittelte,mittle,mittelt,haben
6802,575,auferstehen,"","",auferstehe,auferstehst,aufersteht,auferstand,auferstanden,"auferstünde",aufersteh,aufersteht,sein
6809,574,auffahren,"","","fahre auf","fährst auf","fährt auf","fuhr auf",aufgefahren,"führe auf","fahr auf","fahrt auf",sein
6812,574,"aufwärmen","","","wärme auf","wärmst auf","wärmt auf","wärmte auf","aufgewärmt","wärmte auf","wärme auf","wärmt auf",haben
6819,573,absuchen,"","","suche ab","suchst ab","sucht ab","suchte ab",abgesucht,"suchte ab","such ab","sucht ab",haben
6827,573,steigern,"","",steigere,steigerst,steigert,steigerte,gesteigert,steigerte,steiger,steigert,haben
6828,573,hocken,"","",hocke,hockst,hockt,hockte,gehockt,hockte,hock,hockt,haben
6829,572,"gebühren","","","gebühre","gebührst","gebührt","gebührte","gebührt","gebührte","gebühre","gebührt",haben
6843,571,"würdigen","","","würdige","würdigst","würdigt","würdigte","gewürdigt","würdigte","würdig","würdigt",haben
6851,570,scannen,"","",scanne,scannst,scannt,scannte,gescannt,scannte,scanne,scannt,haben
6864,568,verjagen,"","",verjage,verjagst,verjagt,verjagte,verjagt,verjagte,verjag,verjagt,haben
6872,567,hinziehen,"","","ziehe hin","ziehst hin","zieht hin","zog hin",hingezogen,"zöge hin","ziehe hin","zieht hin",sein
6872,567,hinziehen,"","","ziehe hin","ziehst hin","zieht hin","zog hin",hingezogen,"zöge hin","ziehe hin","zieht hin",haben
6874,567,verbrauchen,"","",verbrauche,verbrauchst,verbraucht,verbrauchte,verbraucht,verbrauchte,verbrauche,verbraucht,haben
6879,567,abbiegen,"","","biege ab","biegst ab","biegt ab","bog ab",abgebogen,"böge ab","bieg ab","biegt ab",haben
6896,564,lauschen,"","",lausche,lauschst,lauscht,lauschte,gelauscht,lauschte,lausche,lauscht,haben
6902,563,hungern,"","",hungere,hungerst,hungert,hungerte,gehungert,hungerte,hungere,hungert,haben
6906,563,abspielen,"","","spiele ab","spielst ab","spielt ab","spielte ab",abgespielt,"spielte ab","spiele ab","spielt ab",haben
6920,561,"ankündigen","","","kündige an","kündigst an","kündigt an","kündigte an","angekündigt","kündigte an","kündige an","kündigt an",haben
6924,561,einbilden,"","","bilde ein","bildest ein","bildet ein","bildete ein",eingebildet,"bildete ein","bilde ein","bildet ein",haben
6933,560,sichten,"","",sichte,sichtest,sichtet,sichtete,gesichtet,sichtete,sichte,sichtet,haben
6936,560,fortfahren,X,"","fahre fort","fährst fort","fährt fort","fuhr fort",fortgefahren,"führe fort","fahr fort","fahrt fort",sein
6946,559,aussterben,"","","sterbe aus","stirbst aus","stirbt aus","starb aus",ausgestorben,"stürbe aus","stirb aus","sterbt aus",sein
6950,559,verkraften,"","",verkrafte,verkraftest,verkraftet,verkraftete,verkraftet,verkraftete,verkraft,verkraftet,haben
6965,558,mitkriegen,"","","kriege mit","kriegst mit","kriegt mit","kriegte mit",mitgekriegt,"kriegte mit","krieg mit","kriegt mit",haben
6969,557,einfrieren,"","","friere ein","frierst ein","friert ein","fror ein",eingefroren,"fröre ein","frier ein","friert ein",sein
6975,557,abliefern,"","","liefere ab","lieferst ab","liefert ab","lieferte ab",abgeliefert,"lieferte ab","liefer ab","liefert ab",haben
6978,556,verzaubern,"","",verzaubere,verzauberst,verzaubert,verzauberte,verzaubert,verzauberte,verzauber,verzaubert,haben
6985,554,schiffen,"","",schiffe,schiffst,schifft,schiffte,geschifft,schiffte,schiff,schifft,haben
7008,553,einweihen,"","","weihe ein","weihst ein","weiht ein","weihte ein",eingeweiht,"weihte ein","weih ein","weiht ein",haben
7009,552,erzielen,"","",erziele,erzielst,erzielt,erzielte,erzielt,erzielte,erziele,erzielt,haben
7011,552,zusammenleben,"","","lebe zusammen","lebst zusammen","lebt zusammen","lebte zusammen",zusammengelebt,"lebte zusammen","leb zusammen","lebt zusammen",haben
7027,550,umfallen,"","","falle um","fällst um","fällt um","fiel um",umgefallen,"fiele um","fall um","fallt um",sein
7031,550,falten,"","",falte,faltest,faltet,faltete,gefaltet,faltete,falte,faltet,haben
7047,548,schmieden,"","",schmiede,schmiedest,schmiedet,schmiedete,geschmiedet,schmiedete,schmiede,schmiedet,haben
7050,547,schminken,"","",schminke,schminkst,schminkt,schminkte,geschminkt,schminkte,schmink,schminkt,haben
7051,547,beheben,"","",behebe,behebst,behebt,behob,behoben,"behöbe",behebe,behebt,haben
7054,547,anfordern,"","","forder an","forderst an","fordert an","forderte an",angefordert,"forderte an","forder an","fordert an",haben
7057,547,schrauben,"","",schraube,schraubst,schraubt,schraubte,geschraubt,schraubte,schraube,schraubt,haben
7071,545,verabreichen,"",X,verabreiche,verabreichst,verabreicht,verabreichte,verabreicht,verabreichte,verabreiche,verabreicht,haben
7077,545,erhoffen,"","",erhoffe,erhoffst,erhofft,erhoffte,erhofft,erhoffte,erhoff,erhofft,haben
7088,544,auszahlen,"","","zahle aus","zahlst aus","zahlt aus","zahlte aus",ausgezahlt,"zahlte aus","zahl aus","zahlt aus",haben
7104,542,"schwänzen","","","schwänze","schwänzt","schwänzt","schwänzte","geschwänzt","schwänzte","schwänze","schwänzt",haben
7105,542,auslachen,"","","lache aus","lachst aus","lacht aus","lachte aus",ausgelacht,"lachte aus","lach aus","lacht aus",haben
7106,542,ausrasten,"","","raste aus","rastest aus","rastet aus","rastete aus",ausgerastet,"rastete aus","rast aus","rastet aus",sein
7107,542,"erhören","","","erhöre","erhörst","erhört","erhörte","erhört","erhörte","erhöre","erhört",haben
7118,541,strafen,"","",strafe,strafst,straft,strafte,gestraft,strafte,strafe,straft,haben
7123,541,"überholen","","","überhole","überholst","überholt","überholte","überholt","überholte","überhol","überholt",haben
7123,541,"überholen","","","hole über","holst über","holt über","holte über","übergeholt","holte über","hol über","holt über",haben
7127,541,abriegeln,"","","riegele ab","riegelst ab","riegelt ab","riegelte ab",abgeriegelt,"riegelte ab","riegele ab","riegelt ab",haben
7136,540,"färben","","","färbe","färbst","färbt","färbte","gefärbt","färbte","färbe","färbt",haben
7139,539,alarmieren,"","",alarmiere,alarmierst,alarmiert,alarmierte,alarmiert,alarmierte,alarmier,alarmiert,haben
7141,539,verschicken,"","",verschicke,verschickst,verschickt,verschickte,verschickt,verschickte,verschick,verschickt,haben
7143,539,betonen,"","",betone,betonst,betont,betonte,betont,betonte,betone,betont,haben
7166,537,kitzeln,"","",kitzele,kitzelst,kitzelt,kitzelte,gekitzelt,kitzelte,kitzele,kitzelt,haben
7177,536,reihen,"","",reihe,reihst,reiht,reihte,gereiht,reihte,reih,reiht,haben
7177,536,reihen,"","",reihe,reihst,reiht,reihte,gereiht,rieh,reih,reiht,haben
7177,536,reihen,"","",reihe,reihst,reiht,reihte,gereiht,reihte,reih,reiht,haben
7182,536,weiden,"","",weide,weidest,weidet,weidete,geweidet,weidete,weide,weidet,haben
7196,534,aufessen,"","","esse auf","isst auf","isst auf","aß auf",aufgegessen,"äße auf","iss auf","esst auf",haben
7220,531,"überreichen","","","überreiche","überreichst","überreicht","überreichte","überreicht","überreichte","überreich","überreicht",haben
7228,531,renovieren,"","",renoviere,renovierst,renoviert,renovierte,renoviert,renovierte,renoviere,renoviert,haben
7233,530,niederschlagen,"","","schlage nieder","schlägst nieder","schlägt nieder","schlug nieder",niedergeschlagen,"schlüge nieder","schlag nieder","schlagt nieder",haben
7249,528,rudern,"","",rudere,ruderst,rudert,ruderte,gerudert,ruderte,rudere,rudert,sein
7254,528,entfliehen,"","",entfliehe,entfliehst,entflieht,entfloh,entflohen,"entflöhe",entflieh,entflieht,sein
7261,527,reinlassen,"","","lasse rein","lässt rein","lässt rein","ließ rein",reingelassen,"ließe rein","lass rein","lasst rein",haben
7263,527,zubereiten,"","","bereite zu","bereitest zu","bereitet zu","bereitete zu",zubereitet,"bereitete zu","bereite zu","bereitet zu",haben
7267,526,nachschauen,"","","schaue nach","schaust nach","schaut nach","schaute nach",nachgeschaut,"schaute nach","schau nach","schaut nach",haben
7284,525,hinstellen,"","","stelle hin","stellst hin","stellt hin","stellte hin",hingestellt,"stellte hin","stell hin","stellt hin",haben
7286,525,"überstürzen","","","überstürze","überstürzt","überstürzt","überstürzte","überstürzt","überstürzte","überstürze","überstürzt",haben
7288,525,besteigen,"","",besteige,besteigst,besteigt,bestieg,bestiegen,bestiege,besteig,besteigt,haben
7319,522,abschleppen,"","","schleppe ab","schleppst ab","schleppt ab","schleppte ab",abgeschleppt,"schleppte ab","schleppe ab","schleppt ab",haben
7324,521,"verschütten","","","verschütte","verschüttest","verschüttet","verschüttete","verschüttet","verschüttete","verschütt","verschüttet",haben
7344,519,"schütten","","","schütte","schüttest","schüttet","schüttete","geschüttet","schüttete","schütt","schüttet",haben
7345,518,"beeinträchtigen","","","beeinträchtige","beeinträchtigst","beeinträchtigt","beeinträchtigte","beeinträchtigt","beeinträchtigte","beeinträchtige","beeinträchtigt",haben
7351,518,"verspüren","","","verspüre","verspürst","verspürt","verspürte","verspürt","verspürte","verspüre","verspürt",haben
7353,518,berufen,"","",berufe,berufst,beruft,berief,berufen,beriefe,beruf,beruft,haben
7363,517,befassen,"","",befasse,befasst,befasst,befasste,befasst,befasste,befass,befasst,haben
7367,517,spendieren,"","",spendiere,spendierst,spendiert,spendierte,spendiert,spendierte,spendiere,spendiert,haben
7374,516,vorhersagen,"","","sage vorher","sagst vorher","sagt vorher","sagte vorher",vorhergesagt,"sagte vorher","sag vorher","sagt vorher",haben
7378,516,"einschätzen","","","schätze ein","schätzt ein","schätzt ein","schätzte ein","eingeschätzt","schätzte ein","schätz ein","schätzt ein",haben
7398,514,sabotieren,"","",sabotiere,sabotierst,sabotiert,sabotierte,sabotiert,sabotierte,sabotier,sabotiert,haben
7406,513,zwiebeln,"","",zwieble,zwiebelst,zwiebelt,zwiebelte,gezwiebelt,zwiebelte,zwieble,zwiebelt,haben
7413,512,toben,"","",tobe,tobst,tobt,tobte,getobt,tobte,tob,tobt,haben
7416,512,raffinieren,"","",raffiniere,raffinierst,raffiniert,raffinierte,raffiniert,raffinierte,raffinier,raffiniert,haben
7417,512,verstummen,"","",verstumme,verstummst,verstummt,verstummte,verstummt,verstummte,verstumm,verstummt,sein
7430,511,"berücksichtigen","","","berücksichtige","berücksichtigst","berücksichtigt","berücksichtigte","berücksichtigt","berücksichtigte","berücksichtige","berücksichtigt",haben
7444,510,"türken","","","türke","türkst","türkt","türkte","getürkt","türkte","türke","türkt",haben
7451,509,bombardieren,"","",bombardiere,bombardierst,bombardiert,bombardierte,bombardiert,bombardierte,bombardiere,bombardiert,haben
7453,509,brummen,"","",brumme,brummst,brummt,brummte,gebrummt,brummte,brumme,brummt,haben
7461,508,durchsagen,"","","sage durch","sagst durch","sagt durch","sagte durch",durchgesagt,"sagte durch","sage durch","sagt durch",haben
7465,508,entsorgen,"",X,entsorge,entsorgst,entsorgt,entsorgte,entsorgt,entsorgte,entsorg,entsorgt,haben
7466,508,vorspielen,"","","spiele vor","spielst vor","spielt vor","spielte vor",vorgespielt,"spielte vor","spiel vor","spielt vor",haben
7467,508,beschatten,"","",beschatte,beschattest,beschattet,beschattete,beschattet,beschattete,beschatte,beschattet,haben
7472,507,wegziehen,"",X,"ziehe weg","ziehst weg","zieht weg","zog weg",weggezogen,"zöge weg","zieh weg","zieht weg",sein
7475,507,absteigen,"","","steige ab","steigst ab","steigt ab","stieg ab",abgestiegen,"stiege ab","steig ab","steigt ab",sein
7499,505,eingeben,X,"","gebe ein","gibst ein","gibt ein","gab ein",eingegeben,"gäbe ein","gib ein","gebt ein",haben
7499,505,eingeben,X,"","gebe ein","gibst ein","gibt ein","gab ein",eingegeben,"gäbe ein","gib ein","gebt ein",haben
7499,505,eingeben,X,"","gebe ein","gibst ein","gibt ein","gab ein",eingegeben,"gäbe ein","gib ein","gebt ein",haben
7506,504,"abstoßen","","","stoße ab","stößt ab","stößt ab","stieß ab","abgestoßen","stieße ab","stoße ab","stoßt ab",haben
7509,504,verspotten,"","",verspotte,verspottest,verspottet,verspottete,verspottet,verspottete,verspotte,verspottet,haben
7523,502,zusammenstellen,"","","stelle zusammen","stellst zusammen","stellt zusammen","stellte zusammen",zusammengestellt,"stellte zusammen","stelle zusammen","stellt zusammen",haben
7526,502,zerschlagen,"","",zerschlage,"zerschlägst","zerschlägt",zerschlug,zerschlagen,"zerschlüge",zerschlag,zerschlagt,haben
7557,500,aufkreuzen,"","","kreuze auf","kreuzt auf","kreuzt auf","kreuzte auf",aufgekreuzt,"kreuzte auf","kreuz auf","kreuzt auf",sein
7575,498,flirten,"","",flirte,flirtest,flirtet,flirtete,geflirtet,flirtete,flirt,flirtet,haben
7579,498,vermischen,"","",vermische,vermischst,vermischt,vermischte,vermischt,vermischte,vermische,vermischt,haben
7595,496,ausstatten,"","","statte aus","stattest aus","stattet aus","stattete aus",ausgestattet,"stattete aus","statt aus","stattet aus",haben
7604,496,beschimpfen,"","",beschimpfe,beschimpfst,beschimpft,beschimpfte,beschimpft,beschimpfte,beschimpfe,beschimpft,haben
7613,494,plagen,"","",plage,plagst,plagt,plagte,geplagt,plagte,plag,plagt,haben
7614,494,weiterhelfen,"","","helfe weiter","hilfst weiter","hilft weiter","half weiter",weitergeholfen,"hülfe weiter","hilf weiter","helft weiter",haben
7615,494,verborgen,"","",verborge,verborgst,verborgt,verborgte,verborgt,verborgte,verborg,verborgt,haben
7623,493,belassen,"","",belasse,"belässt","belässt","beließ",belassen,"beließe",belass,belasst,haben
7625,493,zuteilen,"","","teile zu","teilst zu","teilt zu","teilte zu",zugeteilt,"teilte zu","teil zu","teilt zu",haben
7628,492,"überspringen","","","überspringe","überspringst","überspringt","übersprang","übersprungen","überspränge","überspring","überspringt",haben
7628,492,"überspringen","","","springe über","springst über","springt über","sprang über","übergesprungen","spränge über","spring über","springt über",sein
7630,492,"beschwören","","","beschwöre","beschwörst","beschwört",beschwor,beschworen,"beschwöre","beschwöre","beschwört",haben
7644,491,mithalten,"","","halte mit","hältst mit","hält mit","hielt mit",mitgehalten,"hielte mit","halte mit","haltet mit",haben
7647,491,schummeln,"","",schummle,schummelst,schummelt,schummelte,geschummelt,schummelte,schummle,schummelt,haben
7649,491,niesen,"","",niese,niest,niest,nieste,geniest,nieste,niese,niest,haben
7651,491,stottern,"","",stottere,stotterst,stottert,stotterte,gestottert,stotterte,stotter,stottert,haben
7663,490,geistern,"","",geistere,geisterst,geistert,geisterte,gegeistert,geisterte,geister,geistert,haben
7664,489,beulen,"","",beule,beulst,beult,beulte,gebeult,beulte,beule,beult,haben
7665,489,zusammenkommen,"","","komme zusammen","kommst zusammen","kommt zusammen","kam zusammen",zusammengekommen,"käme zusammen","komme zusammen","kommt zusammen",sein
7698,485,"vernachlässigen","","","vernachlässige","vernachlässigst","vernachlässigt","vernachlässigte","vernachlässigt","vernachlässigte","vernachlässig","vernachlässigt",haben
7707,484,deaktivieren,"","",deaktiviere,deaktivierst,deaktiviert,deaktivierte,deaktiviert,deaktivierte,deaktiviere,deaktiviert,haben
7709,484,nageln,"","",nagele,nagelst,nagelt,nagelte,genagelt,nagelte,nagele,nagelt,haben
7717,483,bessern,"","",bessere,besserst,bessert,besserte,gebessert,besserte,bessere,bessert,haben
7718,483,vorbeischauen,"","","schaue vorbei","schaust vorbei","schaut vorbei","schaute vorbei",vorbeigeschaut,"schaute vorbei","schau vorbei","schaut vorbei",haben
7720,483,aufschneiden,"","","schneide auf","schneidest auf","schneidet auf","schnitt auf",aufgeschnitten,"schnitte auf","schneide auf","schneidet auf",haben
7723,483,voraussetzen,"","","setze voraus","setzt voraus","setzt voraus","setzte voraus",vorausgesetzt,"setzte voraus","setz voraus","setzt voraus",haben
7725,482,"entschlüsseln","","","entschlüssle","entschlüsselst","entschlüsselt","entschlüsselte","entschlüsselt","entschlüsselte","entschlüssle","entschlüsselt",haben
7728,482,durchbrennen,"",X,"brenne durch","brennst durch","brennt durch","brannte durch",durchgebrannt,"brennte durch","brenn durch","brennt durch",sein
7728,482,durchbrennen,"","",durchbrenne,durchbrennst,durchbrennt,durchbrannte,durchbrannt,durchbrennte,durchbrenne,durchbrennt,haben
