rank,freq,Nominativ,Genus,"Nominativ Singular","Nominativ Plural","Genitiv Singular","Genitiv Plural","Dativ Singular","Dativ Plural","Akkusativ Singular","Akkusativ Plural",Bild,"Bild 1","Bild 2","Bild 3","Bild 4"
15976,161,"Klapsmühle",f,"Klapsmühle","Klapsmühlen","Klapsmühle","Klapsmühlen","Klapsmühle","Klapsmühlen","Klapsmühle","Klapsmühlen","","","","",""
15977,161,Verfolgungsjagd,f,Verfolgungsjagd,Verfolgungsjagden,Verfolgungsjagd,Verfolgungsjagden,Verfolgungsjagd,Verfolgungsjagden,Verfolgungsjagd,Verfolgungsjagden,"","","","",""
15978,161,Scheusal,n,Scheusal,Scheusale,Scheusals,Scheusale,Scheusal,Scheusalen,Scheusal,Scheusale,"","","","",""
15980,161,Wahrsager,m,Wahrsager,Wahrsager,Wahrsagers,Wahrsager,Wahrsager,Wahrsagern,Wahrsager,Wahrsager,"","","","",""
15982,161,Vitamin,n,Vitamin,Vitamine,Vitamins,Vitamine,Vitamin,Vitaminen,Vitamin,Vitamine,"","","","",""
15983,161,Geiselnahme,f,Geiselnahme,Geiselnahmen,Geiselnahme,Geiselnahmen,Geiselnahme,Geiselnahmen,Geiselnahme,Geiselnahmen,"","","","",""
15987,161,Friedensangebot,n,Friedensangebot,Friedensangebote,Friedensangebots,Friedensangebote,Friedensangebot,Friedensangeboten,Friedensangebot,Friedensangebote,"","","","",""
15988,161,Horrorfilm,m,Horrorfilm,Horrorfilme,Horrorfilmes,Horrorfilme,Horrorfilm,Horrorfilmen,Horrorfilm,Horrorfilme,"","","","",""
15989,161,Rippchen,n,Rippchen,Rippchen,Rippchens,Rippchen,Rippchen,Rippchen,Rippchen,Rippchen,"","","","",""
15993,160,"Verrücktheit",f,"Verrücktheit","Verrücktheiten","Verrücktheit","Verrücktheiten","Verrücktheit","Verrücktheiten","Verrücktheit","Verrücktheiten","","","","",""
15994,160,Tripper,m,Tripper,Tripper,Trippers,Tripper,Tripper,Trippern,Tripper,Tripper,"","","","",""
15995,160,Hundefutter,n,Hundefutter,"",Hundefutters,"",Hundefutter,"",Hundefutter,"","","","","",""
15999,160,Schmach,f,Schmach,"",Schmach,"",Schmach,"",Schmach,"","","","","",""
16000,160,Pose,f,Pose,Posen,Pose,Posen,Pose,Posen,Pose,Posen,"Freshwater fishing floats.jpg|mini|1|verschiedene ''Posen''","","","",""
16000,160,Pose,f,Pose,Posen,Pose,Posen,Pose,Posen,Pose,Posen,"","","","",""
16003,160,Wortwahl,f,Wortwahl,"",Wortwahl,"",Wortwahl,"",Wortwahl,"","","","","",""
16005,160,Misserfolg,m,Misserfolg,Misserfolge,Misserfolges,Misserfolge,Misserfolg,Misserfolgen,Misserfolg,Misserfolge,"","","","",""
16007,160,Abenteurer,m,Abenteurer,Abenteurer,Abenteurers,Abenteurer,Abenteurer,Abenteurern,Abenteurer,Abenteurer,"","","","",""
16008,160,Triebwerk,n,Triebwerk,Triebwerke,Triebwerkes,Triebwerke,Triebwerk,Triebwerken,Triebwerk,Triebwerke,"","JUMO 004 Jet Propelled Engine GPN-2000-000369.jpg|miniatur|1|''Triebwerk'' offen","Flying through a storm's eyewall and into the calm eye.ogv|miniatur|1|''Triebwerke'' am [[Flügel]] in [[Betrieb]]","",""
16012,160,Leier,f,Leier,Leiern,Leier,Leiern,Leier,Leiern,Leier,Leiern,"Lyre (PSF).png|mini|1|Frau mit ''Leier''","","","",""
16014,160,"Kriegsführung",f,"Kriegsführung","Kriegsführungen","Kriegsführung","Kriegsführungen","Kriegsführung","Kriegsführungen","Kriegsführung","Kriegsführungen","","","","",""
16019,160,"Holzfäller",m,"Holzfäller","Holzfäller","Holzfällers","Holzfäller","Holzfäller","Holzfällern","Holzfäller","Holzfäller","Skovarbejder.jpg|220px|1|ein Holzfäller bei der Arbeit","","","",""
16022,160,Hochmut,m,Hochmut,"",Hochmutes,"",Hochmut,"",Hochmut,"","","","","",""
16026,160,Tempus,n,Tempus,Tempora,Tempus,Tempora,Tempus,Tempora,Tempus,Tempora,"","","","",""
16029,160,Zeugenschutzprogramm,n,Zeugenschutzprogramm,Zeugenschutzprogramme,Zeugenschutzprogramms,Zeugenschutzprogramme,Zeugenschutzprogramm,Zeugenschutzprogrammen,Zeugenschutzprogramm,Zeugenschutzprogramme,"","","","",""
16032,160,Heiler,m,Heiler,Heiler,Heilers,Heiler,Heiler,Heilern,Heiler,Heiler,"","","","",""
16033,160,Frauchen,n,Frauchen,Frauchen,Frauchens,Frauchen,Frauchen,Frauchen,Frauchen,Frauchen,"","","","",""
16035,160,Funkstille,f,Funkstille,Funkstillen,Funkstille,Funkstillen,Funkstille,Funkstillen,Funkstille,Funkstillen,"","","","",""
16038,160,Geburtsdatum,n,Geburtsdatum,Geburtsdaten,Geburtsdatums,Geburtsdaten,Geburtsdatum,Geburtsdaten,Geburtsdatum,Geburtsdaten,"","","","",""
16039,160,Raucher,m,Raucher,Raucher,Rauchers,Raucher,Raucher,Rauchern,Raucher,Raucher,"Cigarettelight.JPG|mini|1|ein ''Raucher''","","","",""
16043,160,Saustall,m,Saustall,"Sauställe",Saustalles,"Sauställe",Saustall,"Sauställen",Saustall,"Sauställe","","","","",""
16049,160,Hardware,f,Hardware,Hardwares,Hardware,Hardwares,Hardware,Hardwares,Hardware,Hardwares,"Computer_from_inside_018.jpg|200px|1|Blick auf die in einem [[Tower]] eingebaute Hardware","","","",""
16054,160,Zauberin,f,Zauberin,Zauberinnen,Zauberin,Zauberinnen,Zauberin,Zauberinnen,Zauberin,Zauberinnen,"","","","",""
16063,159,Schlafsack,m,Schlafsack,"Schlafsäcke",Schlafsackes,"Schlafsäcke",Schlafsack,"Schlafsäcken",Schlafsack,"Schlafsäcke","Mummy bag.jpg","","","",""
16073,159,"Rückflug",m,"Rückflug","Rückflüge","Rückfluges","Rückflüge","Rückflug","Rückflügen","Rückflug","Rückflüge","","","","",""
16080,159,Mobiltelefon,n,Mobiltelefon,Mobiltelefone,Mobiltelefons,Mobiltelefone,Mobiltelefon,Mobiltelefonen,Mobiltelefon,Mobiltelefone,"","Telecar-cd.jpg|150px|1|ein altes ''Mobiltelefon''","Mobile phone PHS Japan 1997-2003.jpg|200px|1|mehrere ''Mobiltelefone''","",""
16083,159,Strip,m,Strip,Strips,Strips,Strips,Strip,Strips,Strip,Strips,"","","","",""
16094,159,Seeleute,0,"",Seeleute,"",Seeleute,"",Seeleuten,"",Seeleute,"","","","",""
16105,159,Olympia,n,Olympia,"",Olympia,"",Olympia,"",Olympia,"","","","","",""
16106,159,Olympiade,f,Olympiade,Olympiaden,Olympiade,Olympiaden,Olympiade,Olympiaden,Olympiade,Olympiaden,"Olympic flag.svg|210px|1|Symbol der Olympiade","","","",""
16112,159,Cholera,f,Cholera,"",Cholera,"",Cholera,"",Cholera,"","","","","",""
16113,159,Delegation,f,Delegation,Delegationen,Delegation,Delegationen,Delegation,Delegationen,Delegation,Delegationen,"","","","",""
16120,159,Mitarbeit,f,Mitarbeit,"",Mitarbeit,"",Mitarbeit,"",Mitarbeit,"","","","","",""
16121,159,Schornstein,m,Schornstein,Schornsteine,Schornsteins,Schornsteine,Schornstein,Schornsteinen,Schornstein,Schornsteine,"Continental_Schornstein_Korbach.JPG|210px|1|Continental ''Schornstein'' Korbach","","","",""
16123,159,"Müsli",n,"Müsli","Müsli","Müsli","Müsli","Müsli","Müsli","Müsli","Müsli","Muesli.jpg|200px|1|eine Schale ''Müsli''","","","",""
16125,159,Bigfoot,m,Bigfoot,Bigfeet,Bigfoot,Bigfeet,Bigfoot,Bigfeet,Bigfoot,Bigfeet,"","","","",""
16129,158,Knicks,m,Knicks,Knickse,Knickses,Knickse,Knicks,Knicksen,Knicks,Knickse,"","","","",""
16136,158,Schwierigkeit,f,Schwierigkeit,Schwierigkeiten,Schwierigkeit,Schwierigkeiten,Schwierigkeit,Schwierigkeiten,Schwierigkeit,Schwierigkeiten,"","","","",""
16140,158,Inhaber,m,Inhaber,Inhaber,Inhabers,Inhaber,Inhaber,Inhabern,Inhaber,Inhaber,"","","","",""
16141,158,Ventilator,m,Ventilator,Ventilatoren,Ventilators,Ventilatoren,Ventilator,Ventilatoren,Ventilator,Ventilatoren,"","Ventilator.jpg|200px|1|ein ''Ventilator''","Centrifugal_fan.gif|mini|1|ein ''Ventilator'' mit [[rückwärtsgekrümmt]]en Schaufeln","",""
16142,158,Verbreitung,f,Verbreitung,Verbreitungen,Verbreitung,Verbreitungen,Verbreitung,Verbreitungen,Verbreitung,Verbreitungen,"","","","",""
16143,158,Skrupel,m,Skrupel,Skrupel,Skrupels,Skrupel,Skrupel,Skrupeln,Skrupel,Skrupel,"","","","",""
16143,158,Skrupel,n,Skrupel,Skrupel,Skrupels,Skrupel,Skrupel,Skrupeln,Skrupel,Skrupel,"","","","",""
16148,158,Elternhaus,n,Elternhaus,"Elternhäuser",Elternhauses,"Elternhäuser",Elternhaus,"Elternhäusern",Elternhaus,"Elternhäuser","","","","",""
16149,158,Kopfverletzung,f,Kopfverletzung,Kopfverletzungen,Kopfverletzung,Kopfverletzungen,Kopfverletzung,Kopfverletzungen,Kopfverletzung,Kopfverletzungen,"","","","",""
16157,158,Harfe,f,Harfe,Harfen,Harfe,Harfen,Harfe,Harfen,Harfe,Harfen,"Eliza Ridgely with a Harp NGA.jpg|mini|1|Thomas Sully (1818): Die Dame mit der ''Harfe''","","","",""
16163,158,Pseudonym,n,Pseudonym,Pseudonyme,Pseudonyms,Pseudonyme,Pseudonym,Pseudonymen,Pseudonym,Pseudonyme,"","","","",""
16172,158,Mundgeruch,m,Mundgeruch,"Mundgerüche",Mundgeruches,"Mundgerüche",Mundgeruch,"Mundgerüchen",Mundgeruch,"Mundgerüche","","","","",""
16174,158,Anreiz,m,Anreiz,Anreize,Anreizes,Anreize,Anreiz,Anreizen,Anreiz,Anreize,"","","","",""
16175,158,Leopard,m,Leopard,Leoparden,Leoparden,Leoparden,Leoparden,Leoparden,Leoparden,Leoparden,"","Leopard_on_a_horizontal_tree_trunk.jpg|mini|1|[[ein#Artikel|ein]] ''Leopard'' [[auf]] [[ein#Artikel|einem]] [[umgeknickt]]en [[Baumstamm]]","African_Leopard_Chitwa_South_Africa_Luca_Galuzzi_2004.JPG|mini|1|[[Kopf]] [[ein#Artikel|eines]] ''Leoparden''","",""
16179,158,Bankraub,m,Bankraub,Bankraube,Bankraubes,Bankraube,Bankraub,Bankrauben,Bankraub,Bankraube,"","","","",""
16180,158,Schutzschild,m,Schutzschild,Schutzschilde,Schutzschildes,Schutzschilde,Schutzschild,Schutzschilden,Schutzschild,Schutzschilde,"","","","",""
16188,158,Bundesstaat,m,Bundesstaat,Bundesstaaten,Bundesstaates,Bundesstaaten,Bundesstaat,Bundesstaaten,Bundesstaat,Bundesstaaten,"","","","",""
16189,158,"Verschlüsselung",f,"Verschlüsselung","Verschlüsselungen","Verschlüsselung","Verschlüsselungen","Verschlüsselung","Verschlüsselungen","Verschlüsselung","Verschlüsselungen","","","","",""
16192,158,Kaktus,m,Kaktus,Kakteen,Kaktus,Kakteen,Kaktus,Kakteen,Kaktus,Kakteen,"Kaktus.jpg|200px|1|''Kaktus''","","","",""
16197,158,Umstand,m,Umstand,"Umstände",Umstandes,"Umstände",Umstand,"Umständen",Umstand,"Umstände","","","","",""
16198,158,Blech,n,Blech,Bleche,Blechs,Bleche,Blech,Blechen,Blech,Bleche,"","AvestaRAÄ2.jpg|mini|1|''Blech'' bei der Herstellung","Cornish Pasties in the Oven.jpg|mini|2|''Bleche'' mit Gebäck als Teil des Backofens","",""
16202,158,Anspielung,f,Anspielung,Anspielungen,Anspielung,Anspielungen,Anspielung,Anspielungen,Anspielung,Anspielungen,"","","","",""
16203,158,Barbier,m,Barbier,Barbiere,Barbiers,Barbiere,Barbier,Barbieren,Barbier,Barbiere,"","","","",""
16211,157,Exmann,m,Exmann,"Exmänner",Exmannes,"Exmänner",Exmann,"Exmännern",Exmann,"Exmänner","","","","",""
16218,157,Disko,f,Disko,Diskos,Disko,Diskos,Disko,Diskos,Disko,Diskos,"","","","",""
16221,157,Relais,n,Relais,Relais,Relais,Relais,Relais,Relais,Relais,Relais,"Electronic component relay.jpg|220px|1|ein ''Relais''","","","",""
16222,157,Tropf,m,Tropf,"Tröpfe",Tropfs,"Tröpfe",Tropf,"Tröpfen",Tropf,"Tröpfe","Infusionsflasche_mit_Isotonischer_Kochsalzl%C3%B6sung.JPG|mini|1|''Tropf'' zur Zufuhr von Flüssigkeit","","","",""
16228,157,Leim,m,Leim,Leime,Leimes,Leime,Leim,Leimen,Leim,Leime,"","","","",""
16231,157,Oberteil,mn,Oberteil,Oberteile,"",Oberteile,Oberteil,Oberteilen,Oberteil,Oberteile,"","","","",""
16233,157,Jockey,m,Jockey,Jockeys,Jockeys,Jockeys,Jockey,Jockeys,Jockey,Jockeys,"","","","",""
16235,157,Rebell,m,Rebell,Rebellen,Rebellen,Rebellen,Rebellen,Rebellen,Rebellen,Rebellen,"","","","",""
16237,157,Anrecht,n,Anrecht,Anrechte,Anrechts,Anrechte,Anrecht,Anrechten,Anrecht,Anrechte,"","","","",""
16238,157,Gastgeberin,f,Gastgeberin,Gastgeberinnen,Gastgeberin,Gastgeberinnen,Gastgeberin,Gastgeberinnen,Gastgeberin,Gastgeberinnen,"","","","",""
16242,157,"Müllhalde",f,"Müllhalde","Müllhalden","Müllhalde","Müllhalden","Müllhalde","Müllhalden","Müllhalde","Müllhalden","Aterro Sanitario.jpg|300px|1|Müllhalde","","","",""
16246,157,Stasi,fm,Stasi,"","","",Stasi,"",Stasi,"","","","","",""
16246,157,Stasi,m,Stasi,Stasis,Stasi,Stasis,Stasi,Stasis,Stasi,Stasis,"","","","",""
16249,157,Wettrennen,n,Wettrennen,Wettrennen,Wettrennens,Wettrennen,Wettrennen,Wettrennen,Wettrennen,Wettrennen,"","","","",""
16256,157,"Gebühr",f,"Gebühr","Gebühren","Gebühr","Gebühren","Gebühr","Gebühren","Gebühr","Gebühren","","","","",""
16259,157,Bergwerk,n,Bergwerk,Bergwerke,Bergwerkes,Bergwerke,Bergwerk,Bergwerken,Bergwerk,Bergwerke,"","HD.11B.108 (11823067234).jpg|thumb|1|[[arbeiten]] im ''Bergwerk''","Köln, Barbarastollen 05.jpg|thumb|1|ein ''Bergwerk''","",""
16261,157,Barren,m,Barren,Barren,Barrens,Barren,Barren,Barren,Barren,Barren,"","","","",""
16264,157,"Lügendetektor",m,"Lügendetektor","Lügendetektoren","Lügendetektors","Lügendetektoren","Lügendetektor","Lügendetektoren","Lügendetektor","Lügendetektoren","Polygraaf.PNG|200px|1|Lügendetektor","","","",""
16265,157,Innenminister,m,Innenminister,Innenminister,Innenministers,Innenminister,Innenminister,Innenministern,Innenminister,Innenminister,"","","","",""
16271,157,"Präsent",n,"Präsent","Präsente","Präsents","Präsente","Präsent","Präsenten","Präsent","Präsente","","","","",""
16273,157,Komponist,m,Komponist,Komponisten,Komponisten,Komponisten,Komponisten,Komponisten,Komponisten,Komponisten,"","","","",""
16279,157,Arbeitszeit,f,Arbeitszeit,Arbeitszeiten,Arbeitszeit,Arbeitszeiten,Arbeitszeit,Arbeitszeiten,Arbeitszeit,Arbeitszeiten,"","","","",""
16280,157,"Schätzung",f,"Schätzung","Schätzungen","Schätzung","Schätzungen","Schätzung","Schätzungen","Schätzung","Schätzungen","","","","",""
16283,156,Befund,m,Befund,Befunde,Befundes,Befunde,Befund,Befunden,Befund,Befunde,"","","","",""
16286,156,Missgeschick,n,Missgeschick,Missgeschicke,Missgeschicks,Missgeschicke,Missgeschick,Missgeschicken,Missgeschick,Missgeschicke,"","","","",""
16289,156,Stickstoff,m,Stickstoff,"",Stickstoffes,"",Stickstoff,"",Stickstoff,"","Liquid nitrogen dsc04496.jpg|210px|2|flüssiger ''Stickstoff''","","","",""
16295,156,Zuckerwatte,f,Zuckerwatte,Zuckerwatten,Zuckerwatte,Zuckerwatten,Zuckerwatte,Zuckerwatten,Zuckerwatte,Zuckerwatten,Cotton_candy_brazil.jpg|150px|1|Zuckerwatte,"","","",""
16296,156,Dukaten,m,Dukaten,Dukaten,Dukatens,Dukaten,Dukaten,Dukaten,Dukaten,Dukaten,"","","","",""
16304,156,Saturn,m,Saturn,"",Saturns,"",Saturn,"",Saturn,"","Saturn (planet) large.jpg|200px|1|Planet ''Saturn''","","","",""
16309,156,Minderheit,f,Minderheit,Minderheiten,Minderheit,Minderheiten,Minderheit,Minderheiten,Minderheit,Minderheiten,"","","","",""
16312,156,Dickkopf,m,Dickkopf,"Dickköpfe",Dickkopfes,"Dickköpfe",Dickkopf,"Dickköpfen",Dickkopf,"Dickköpfe","","","","",""
16313,156,Hehler,m,Hehler,Hehler,Hehlers,Hehler,Hehler,Hehlern,Hehler,Hehler,"","","","",""
16314,156,Hinterteil,n,Hinterteil,Hinterteile,Hinterteiles,Hinterteile,Hinterteil,Hinterteilen,Hinterteil,Hinterteile,"","","","",""
16320,156,Sandmann,m,Sandmann,"Sandmänner",Sandmanns,"Sandmänner",Sandmann,"Sandmännern",Sandmann,"Sandmänner","","","","",""
16324,156,"Schlafmütze",f,"Schlafmütze","Schlafmützen","Schlafmütze","Schlafmützen","Schlafmütze","Schlafmützen","Schlafmütze","Schlafmützen","Carl_Spitzweg_-_Der_arme_Poet_(Neue_Pinakothek).jpg|mini|1|eine Person mit ''Schlafmütze''","","","",""
16325,156,Telepathie,f,Telepathie,"–",Telepathie,"–",Telepathie,"–",Telepathie,"–","","","","",""
16328,156,Kubaner,m,Kubaner,Kubaner,Kubaners,Kubaner,Kubaner,Kubanern,Kubaner,Kubaner,"","","","",""
16329,156,Clique,f,Clique,Cliquen,Clique,Cliquen,Clique,Cliquen,Clique,Cliquen,"","","","",""
16332,156,Augenlicht,n,Augenlicht,Augenlichter,Augenlichts,Augenlichter,Augenlicht,Augenlichtern,Augenlicht,Augenlichter,"","","","",""
16333,156,Unterredung,f,Unterredung,Unterredungen,Unterredung,Unterredungen,Unterredung,Unterredungen,Unterredung,Unterredungen,"","","","",""
16340,156,Kriegsrecht,n,Kriegsrecht,"",Kriegsrechtes,"",Kriegsrecht,"",Kriegsrecht,"","","","","",""
16341,156,Flegel,m,Flegel,Flegel,Flegels,Flegel,Flegel,Flegeln,Flegel,Flegel,"","Dreschflegel.jpg|mini|2|''Flegel'' zum Dreschen des Getreides","Klassischer-Flegel.jpg|mini|3|klassischer ''Flegel''","",""
16349,155,Belegschaft,f,Belegschaft,Belegschaften,Belegschaft,Belegschaften,Belegschaft,Belegschaften,Belegschaft,Belegschaften,"","","","",""
16352,155,"Landstraße",f,"Landstraße","Landstraßen","Landstraße","Landstraßen","Landstraße","Landstraßen","Landstraße","Landstraßen","B172.söKrietzschwitz.Sommer.JPG|mini|1|Landstraße","","","",""
16352,155,"Landstraße",f,"Landstraße","","Landstraße","","Landstraße","","Landstraße","","","Wien - Bezirk Landstraße, Wappen.svg|mini|1|das Wappen des Bezirkes ''Landstraße''","Wien - Schloss Belvedere, oberes (3).JPG|mini|1|Schloß Belvedere im Bezirk ''Landstraße''","",""
16353,155,Bistro,n,Bistro,Bistros,Bistros,Bistros,Bistro,Bistros,Bistro,Bistros,"","","","",""
16354,155,Web,n,Web,"",Web,"",Web,"",Web,"","","","","",""
16356,155,Linse,f,Linse,Linsen,Linse,Linsen,Linse,Linsen,Linse,Linsen,"","Lens culinaris seeds.jpg|mini|1b|verschiedene Sorten von ''Linsen''","Lenso.jpg|mini|2|eine optische ''Linse''","",""
16357,155,Marquise,f,Marquise,Marquisen,Marquise,Marquisen,Marquise,Marquisen,Marquise,Marquisen,"","","","",""
16358,155,Regent,m,Regent,Regenten,Regenten,Regenten,Regenten,Regenten,Regenten,Regenten,"","","","",""
16359,155,Referat,n,Referat,Referate,Referates,Referate,Referat,Referaten,Referat,Referate,"Wikipedia Academy Paulinerkirche 2006 (159).jpg|mini|1b|ein Referat während der Wikipedia Academy 2006","","","",""
16365,155,"Kettensäge",f,"Kettensäge","Kettensägen","Kettensäge","Kettensägen","Kettensäge","Kettensägen","Kettensäge","Kettensägen","Husqvarna motorsagar.jpg|mini|1|''Kettensägen''","","","",""
16375,155,Umfrage,f,Umfrage,Umfragen,Umfrage,Umfragen,Umfrage,Umfragen,Umfrage,Umfragen,"","","","",""
16376,155,Algorithmus,m,Algorithmus,Algorithmen,Algorithmus,Algorithmen,Algorithmus,Algorithmen,Algorithmus,Algorithmen,"","","","",""
16379,155,Arznei,f,Arznei,Arzneien,Arznei,Arzneien,Arznei,Arzneien,Arznei,Arzneien,"","","","",""
16383,155,Aberglauben,m,Aberglauben,"",Aberglaubens,"",Aberglauben,"",Aberglauben,"","","","","",""
16385,155,Lebzeiten,m,"–",Lebzeiten,"–",Lebzeiten,"–",Lebzeiten,"–",Lebzeiten,"","","","",""
16387,155,"Gespött",n,"Gespött","","Gespöttes","","Gespött","","Gespött","","Leipzig als harte Nuss fuer Napoleon.png|220px|2|Napoleon wurde nach der verlorenen Völkerschlacht zu Leipzig zum ''Gespött'' seiner Zeitgenossen","","","",""
16389,155,Fanfare,f,Fanfare,Fanfaren,Fanfare,Fanfaren,Fanfare,Fanfaren,Fanfare,Fanfaren,"","","","",""
16390,155,Goldfisch,m,Goldfisch,Goldfische,Goldfischs,Goldfische,Goldfisch,Goldfischen,Goldfisch,Goldfische,"Goldfisch 1.jpg|300px|1|Goldfisch","","","",""
16391,155,Kelvin,n,Kelvin,Kelvin,Kelvin,Kelvin,Kelvin,Kelvin,Kelvin,Kelvin,"","","","",""
16393,155,Busfahrer,m,Busfahrer,Busfahrer,Busfahrers,Busfahrer,Busfahrer,Busfahrern,Busfahrer,Busfahrer,"Metro Transit-University Avenue-20081002.JPG|mini|1|ein ''Busfahrer''","","","",""
16397,155,Spatzen,0,"",Spatzen,"",Spatzen,"",Spatzen,"",Spatzen,"&lt;!--füge hier dein Bild ein!--&gt;|mini|1|&lt;!--füge hier deine Beschreibung ein!--&gt;","","","",""
16398,155,Rassismus,m,Rassismus,Rassismen,Rassismus,Rassismen,Rassismus,Rassismen,Rassismus,Rassismen,"","","","",""
16401,155,Gasthof,m,Gasthof,"Gasthöfe",Gasthofes,"Gasthöfe",Gasthof,"Gasthöfen",Gasthof,"Gasthöfe","","","","",""
16404,155,Aroma,n,Aroma,Aromen,Aromas,Aromen,Aroma,Aromen,Aroma,Aromen,"","","","",""
16412,155,Rennfahrer,m,Rennfahrer,Rennfahrer,Rennfahrers,Rennfahrer,Rennfahrer,Rennfahrern,Rennfahrer,Rennfahrer,"","","","",""
16415,155,Schnalle,f,Schnalle,Schnallen,Schnalle,Schnallen,Schnalle,Schnallen,Schnalle,Schnallen,"Ceintures.jpg|250px|1|Doppelsteg''schnalle''","","","",""
16420,154,Wonne,f,Wonne,Wonnen,Wonne,Wonnen,Wonne,Wonnen,Wonne,Wonnen,"","","","",""
16421,154,Flohmarkt,m,Flohmarkt,"Flohmärkte",Flohmarktes,"Flohmärkte",Flohmarkt,"Flohmärkten",Flohmarkt,"Flohmärkte","Dresden Flohmarkt Elbwiese.jpg|250px|1|ein ''Flohmarkt''","","","",""
16423,154,Passierschein,m,Passierschein,Passierscheine,Passierscheines,Passierscheine,Passierschein,Passierscheinen,Passierschein,Passierscheine,"","","","",""
16425,154,"Abhängigkeit",f,"Abhängigkeit","Abhängigkeiten","Abhängigkeit","Abhängigkeiten","Abhängigkeit","Abhängigkeiten","Abhängigkeit","Abhängigkeiten","","Alcohol desgracia.jpg|thumb|1|die ''Abhängigkeit'' vom [[Alkohol]]","Energy dependence percentage in the EU - all energy products 2012.svg|thumb|1|[[prozentual]]e ''Abhängigkeit'' von [[Energieimport]]en in der [[EU]] in 2012","",""
16426,154,"Eiswürfel",m,"Eiswürfel","Eiswürfel","Eiswürfels","Eiswürfel","Eiswürfel","Eiswürfeln","Eiswürfel","Eiswürfel","Ice cubes openphoto.jpg|250px|1|einige ''Eiswürfel''","","","",""
16432,154,Register,n,Register,Register,Registers,Register,Register,Registern,Register,Register,"","","","",""
16433,154,Buche,f,Buche,Buchen,Buche,Buchen,Buche,Buchen,Buche,Buchen,"Buchenwald 1.jpg|200px|1|Rot''buchen'' in einem Wald","","","",""
16438,154,Balg,mn,Balg,"Bälger","","Bälger",Balg,"Bälgern",Balg,"Bälger","","","","",""
16438,154,Balg,m,Balg,"Bälge",Balgs,"Bälge",Balg,"Bälgen",Balg,"Bälge","","Balgenkamera mit Scheimpflug - IMGP1227.JPG|thumb|2|der zieharmonikaähnliche ''Balg'' der Kamera","Blasbalg makffm V206.jpg|thumb|3|ein kleiner, zierlicher ''Balg'' zum Anblasen eines Feuers","",""
16442,154,Neustart,m,Neustart,Neustarts,Neustarts,Neustarts,Neustart,Neustarts,Neustart,Neustarts,"","","","",""
16443,154,Aufsichtsrat,m,Aufsichtsrat,"Aufsichtsräte",Aufsichtsrats,"Aufsichtsräte",Aufsichtsrat,"Aufsichtsräten",Aufsichtsrat,"Aufsichtsräte","","","","",""
